user_id,var_name,var_value
user_15,update_date,2023/11/17
user_16,name,Cliente 16
user_16,e-mail,cliente16@exemplo.com
user_16,cpf,20032183605
user_16,entry_date,14-10-2023
user_16,entry_time,01:57
user_16,update_date,17-10-2023
user_17,name,Cliente 17
user_17,e-mail,cliente17@exemplo.com
user_17,cpf,84216843439
user_17,entry_date,09-05-2023
user_17,entry_time,09:16 PM
user_17,update_date,2023-03-31
user_18,name,Cliente 18
user_18,e-mail,cliente18@exemplo.com
user_18,cpf,71506240639
user_18,entry_date,2023-10-29
user_18,entry_time,02:10
user_18,update_date,23/07/2023
user_19,name,Cliente 19
user_19,e-mail,cliente19@exemplo.com
user_19,cpf,28126903401
user_19,entry_date,2023-09-03
user_19,entry_time,03:41 AM
user_19,update_date,2023/06/11
user_20,name,Cliente 20
user_20,e-mail,cliente20@exemplo.com
user_20,cpf,46599081857
user_20,entry_date,2023-03-30
user_20,entry_time,14:20:12
user_20,update_date,31/12/2023
user_21,name,cliente_21!
user_21,e-mail,cliente21@exemplo.com
user_21,cpf,75083851616
user_21,entry_date,27 Dec 2023
user_21,entry_time,17:19:06
user_21,update_date,05/11/2023
user_22,name,Cliente 22
user_22,e-mail,cliente22exemplo.com
user_22,cpf,50012154148
user_22,entry_date,2023-11-11
user_22,entry_time,12:49:33
user_22,update_date,24/01/2023
user_23,name,Cliente 23
user_23,e-mail,cliente23@exemplo.com
user_23,cpf,11640682319
user_23,entry_date,29/03/2023
user_23,entry_time,06:58 PM
user_23,update_date,15 Nov 2023
user_24,name,Cliente 24
user_24,e-mail,cliente24@exemplo.com
user_24,cpf,97152222165
user_24,entry_date,30-01-2023
user_24,entry_time,21:38:50
user_24,update_date,25-03-2023
user_25,name,Cliente 25
user_25,e-mail,cliente25@exemplo.com
user_25,cpf,93751473040
user_25,entry_date,2023-08-27
user_25,entry_time,10:58:40
user_25,update_date,19 Nov 2023
user_26,name,Cliente 26
user_26,e-mail,cliente26@exemplo.com
user_26,cpf,26515432839
user_26,entry_date,2023/09/07
user_26,entry_time,12:06 AM
user_26,update_date,14 Dec 2023
user_27,name,Cliente 27
user_27,e-mail,cliente27@exemplo.com
user_27,cpf,48471329977
user_27,entry_date,11 Aug 2023
user_27,entry_time,11:04 AM
user_27,update_date,13/06/2023
user_28,name,Cliente 28
user_28,e-mail,cliente28@exemplo.com
user_28,cpf,14733236520
user_28,entry_date,13 Jan 2023
user_28,entry_time,11:57:14
user_28,update_date,2023/02/08
user_29,name,Cliente 29
user_29,e-mail,cliente29exemplo.com
user_29,cpf,48475157041
user_29,entry_date,05-12-2023
user_29,entry_time,12:39 AM
user_29,update_date,2023/08/14
user_30,name,Cliente 30
user_30,e-mail,cliente30@exemplo.com
user_30,cpf,20172385969
user_30,entry_date,22 Nov 2023
user_30,entry_time,16:30
user_30,update_date,17/06/2023
user_31,name,cliente_31!
user_31,e-mail,cliente31@exemplo.com
user_31,cpf,27594111790
user_31,entry_date,2023/05/08
user_31,entry_time,08:24 AM
user_31,update_date,05 Jun 2023
user_32,name,Cliente 32
user_32,e-mail,cliente32@exemplo.com
user_32,cpf,82772640310
user_32,entry_date,2023-05-30
user_32,entry_time,15:02:28
user_32,update_date,2023/08/14
user_33,name,Cliente 33
user_33,e-mail,cliente33@exemplo.com
user_33,cpf,86175847995
user_33,entry_date,13-11-2023
user_33,entry_time,01:06
user_33,update_date,04/04/2023
user_34,name,Cliente 34
user_34,e-mail,cliente34@exemplo.com
user_34,cpf,27322877355
user_34,entry_date,10 Apr 2023
user_34,entry_time,17:08
user_34,update_date,2023-02-24
user_35,name,Cliente 35
user_35,e-mail,cliente35@exemplo.com
user_35,cpf,49341175569
user_35,entry_date,05 Nov 2023
user_35,entry_time,00:54:16
user_35,update_date,28-09-2023
user_36,name,Cliente 36
user_36,e-mail,cliente36exemplo.com
user_36,cpf,14715358020
user_36,entry_date,26/09/2023
user_36,entry_time,09:04
user_36,update_date,17/11/2023
user_37,name,Cliente 37
user_37,e-mail,cliente37@exemplo.com
user_37,cpf,57384769040
user_37,entry_date,2023/03/08
user_37,entry_time,10:08
user_37,update_date,23-02-2023
user_38,name,Cliente 38
user_38,e-mail,cliente38@exemplo.com
user_38,cpf,99242426215
user_38,entry_date,09-10-2023
user_38,entry_time,12:54 PM
user_38,update_date,05 Nov 2023
user_39,name,Cliente 39
user_39,e-mail,cliente39@exemplo.com
user_39,cpf,91438858210
user_39,entry_date,29 Nov 2023
user_39,entry_time,22:58
user_39,update_date,09/05/2023
user_40,name,Cliente 40
user_40,e-mail,cliente40@exemplo.com
user_40,cpf,87609783663
user_40,entry_date,23-02-2023
user_40,entry_time,07:08 AM
user_40,update_date,02-08-2023
user_41,name,cliente_41!
user_41,e-mail,cliente41@exemplo.com
user_41,cpf,17558175789
user_41,entry_date,2023-03-05
user_41,entry_time,02:42 PM
user_41,update_date,01 Mar 2023
user_42,name,Cliente 42
user_42,e-mail,cliente42@exemplo.com
user_42,cpf,63632921135
user_42,entry_date,2023-10-07
user_42,entry_time,06:38:43
user_42,update_date,04/12/2023
user_43,name,Cliente 43
user_43,e-mail,cliente43exemplo.com
user_43,cpf,82365673354
user_43,entry_date,20 Oct 2023
user_43,entry_time,09:16 PM
user_43,update_date,15 Aug 2023
user_44,name,Cliente 44
user_44,e-mail,cliente44@exemplo.com
user_44,cpf,71633758787
user_44,entry_date,2023/09/20
user_44,entry_time,21:11:39
user_44,update_date,17-09-2023
user_45,name,Cliente 45
user_45,e-mail,cliente45@exemplo.com
user_45,cpf,70772240128
user_45,entry_date,01-10-2023
user_45,entry_time,06:44:26
user_45,update_date,2023-08-10
user_46,name,Cliente 46
user_46,e-mail,cliente46@exemplo.com
user_46,cpf,79805136729
user_46,entry_date,21/05/2023
user_46,entry_time,21:10:20
user_46,update_date,2023/12/29
user_47,name,Cliente 47
user_47,e-mail,cliente47@exemplo.com
user_47,cpf,76975786682
user_47,entry_date,03/03/2023
user_47,entry_time,17:27:13
user_47,update_date,2023-12-26
user_48,name,Cliente 48
user_48,e-mail,cliente48@exemplo.com
user_48,cpf,40036163262
user_48,entry_date,2023-09-27
user_48,entry_time,03:51:05
user_48,update_date,04/12/2023
user_49,name,Cliente 49
user_49,e-mail,cliente49@exemplo.com
user_49,cpf,67802341007
user_49,entry_date,2023/06/25
user_49,entry_time,19:44:04
user_49,update_date,2023/11/05
user_50,name,Cliente 50
user_50,e-mail,cliente50exemplo.com
user_50,cpf,20286076952
user_50,entry_date,28 Sep 2023
user_50,entry_time,12:55 AM
user_50,update_date,2023-08-07
user_51,name,cliente_51!
user_51,e-mail,cliente51@exemplo.com
user_51,cpf,97388475133
user_51,entry_date,01 Nov 2023
user_51,entry_time,10:48 AM
user_51,update_date,19-01-2023
user_52,name,Cliente 52
user_52,e-mail,cliente52@exemplo.com
user_52,cpf,61271724120
user_52,entry_date,17/04/2023
user_52,entry_time,22:59
user_52,update_date,28/05/2023
user_53,name,Cliente 53
user_53,e-mail,cliente53@exemplo.com
user_53,cpf,42808108909
user_53,entry_date,2023-09-15
user_53,entry_time,10:29 AM
user_53,update_date,2023-07-12
user_54,name,Cliente 54
user_54,e-mail,cliente54@exemplo.com
user_54,cpf,21972379443
user_54,entry_date,2023-12-18
user_54,entry_time,23:48
user_54,update_date,10 Oct 2023
user_55,name,Cliente 55
user_55,e-mail,cliente55@exemplo.com
user_55,cpf,54925977810
user_55,entry_date,12 Mar 2023
user_55,entry_time,09:50 AM
user_55,update_date,24/07/2023
user_56,name,Cliente 56
user_56,e-mail,cliente56@exemplo.com
user_56,cpf,93829257953
user_56,entry_date,07 Oct 2023
user_56,entry_time,10:39 AM
user_56,update_date,2023-11-14
user_57,name,Cliente 57
user_57,e-mail,cliente57exemplo.com
user_57,cpf,89733807376
user_57,entry_date,2023/04/26
user_57,entry_time,01:51 AM
user_57,update_date,2023/11/20
user_58,name,Cliente 58
user_58,e-mail,cliente58@exemplo.com
user_58,cpf,28880931198
user_58,entry_date,2023-02-20
user_58,entry_time,13:59
user_58,update_date,04-02-2023
user_59,name,Cliente 59
user_59,e-mail,cliente59@exemplo.com
user_59,cpf,53593942358
user_59,entry_date,11 Oct 2023
user_59,entry_time,02:32 PM
user_59,update_date,2023/05/19
user_60,name,Cliente 60
user_60,e-mail,cliente60@exemplo.com
user_60,cpf,80345325961
user_60,entry_date,25-06-2023
user_60,entry_time,01:07
user_60,update_date,23-11-2023
user_61,name,cliente_61!
user_61,e-mail,cliente61@exemplo.com
user_61,cpf,74482297590
user_61,entry_date,04 May 2023
user_61,entry_time,23:19
user_61,update_date,2023/07/01
user_62,name,Cliente 62
user_62,e-mail,cliente62@exemplo.com
user_62,cpf,45120587505
user_62,entry_date,06-10-2023
user_62,entry_time,08:18 AM
user_62,update_date,19-01-2023
user_63,name,Cliente 63
user_63,e-mail,cliente63@exemplo.com
user_63,cpf,80302128440
user_63,entry_date,2023/01/06
user_63,entry_time,00:14
user_63,update_date,2023-10-24
user_64,name,Cliente 64
user_64,e-mail,cliente64exemplo.com
user_64,cpf,41972165730
user_64,entry_date,2023-02-09
user_64,entry_time,01:59 PM
user_64,update_date,15/09/2023
user_65,name,Cliente 65
user_65,e-mail,cliente65@exemplo.com
user_65,cpf,93720264716
user_65,entry_date,06-11-2023
user_65,entry_time,10:32 AM
user_65,update_date,2023-10-04
user_66,name,Cliente 66
user_66,e-mail,cliente66@exemplo.com
user_66,cpf,29239383201
user_66,entry_date,2023/02/13
user_66,entry_time,20:28:53
user_66,update_date,22/08/2023
user_67,name,Cliente 67
user_67,e-mail,cliente67@exemplo.com
user_67,cpf,91126984048
user_67,entry_date,2023-01-11
user_67,entry_time,11:45 AM
user_67,update_date,25 Dec 2023
user_68,name,Cliente 68
user_68,e-mail,cliente68@exemplo.com
user_68,cpf,79203634652
user_68,entry_date,05 Nov 2023
user_68,entry_time,01:55 AM
user_68,update_date,26-03-2023
user_69,name,Cliente 69
user_69,e-mail,cliente69@exemplo.com
user_69,cpf,85563453124
user_69,entry_date,2023-06-08
user_69,entry_time,20:28
user_69,update_date,2023-07-28
user_70,name,Cliente 70
user_70,e-mail,cliente70@exemplo.com
user_70,cpf,99723661721
user_70,entry_date,2023-01-21
user_70,entry_time,03:31
user_70,update_date,20 Feb 2023
user_71,name,cliente_71!
user_71,e-mail,cliente71exemplo.com
user_71,cpf,88799817077
user_71,entry_date,31-12-2023
user_71,entry_time,01:52:14
user_71,update_date,19-08-2023
user_72,name,Cliente 72
user_72,e-mail,cliente72@exemplo.com
user_72,cpf,58778111552
user_72,entry_date,11 Oct 2023
user_72,entry_time,01:12 PM
user_72,update_date,19-07-2023
user_73,name,Cliente 73
user_73,e-mail,cliente73@exemplo.com
user_73,cpf,60184800163
user_73,entry_date,16/01/2023
user_73,entry_time,16:22
user_73,update_date,18 Aug 2023
user_74,name,Cliente 74
user_74,e-mail,cliente74@exemplo.com
user_74,cpf,31463906276
user_74,entry_date,02/01/2023
user_74,entry_time,09:02:39
user_74,update_date,07/01/2023
user_75,name,Cliente 75
user_75,e-mail,cliente75@exemplo.com
user_75,cpf,71107070460
user_75,entry_date,13 Nov 2023
user_75,entry_time,02:05
user_75,update_date,14/12/2023
user_76,name,Cliente 76
user_76,e-mail,cliente76@exemplo.com
user_76,cpf,82991918689
user_76,entry_date,29-05-2023
user_76,entry_time,03:16:31
user_76,update_date,08/06/2023
user_77,name,Cliente 77
user_77,e-mail,cliente77@exemplo.com
user_77,cpf,45184053506
user_77,entry_date,09/06/2023
user_77,entry_time,05:44
user_77,update_date,25-05-2023
user_78,name,Cliente 78
user_78,e-mail,cliente78exemplo.com
user_78,cpf,96256937053
user_78,entry_date,06/07/2023
user_78,entry_time,04:41
user_78,update_date,2023-04-17
user_79,name,Cliente 79
user_79,e-mail,cliente79@exemplo.com
user_79,cpf,75505014617
user_79,entry_date,17/02/2023
user_79,entry_time,06:58 AM
user_79,update_date,17/07/2023
user_80,name,Cliente 80
user_80,e-mail,cliente80@exemplo.com
user_80,cpf,86511212147
user_80,entry_date,10 Mar 2023
user_80,entry_time,05:01 AM
user_80,update_date,12-04-2023
user_81,name,cliente_81!
user_81,e-mail,cliente81@exemplo.com
user_81,cpf,88991044794
user_81,entry_date,17-08-2023
user_81,entry_time,05:59
user_81,update_date,2023/11/17
user_82,name,Cliente 82
user_82,e-mail,cliente82@exemplo.com
user_82,cpf,75417238746
user_82,entry_date,2023/07/22
user_82,entry_time,03:06 AM
user_82,update_date,2023-04-02
user_83,name,Cliente 83
user_83,e-mail,cliente83@exemplo.com
user_83,cpf,57493374292
user_83,entry_date,09 Jul 2023
user_83,entry_time,03:04
user_83,update_date,19-09-2023
user_84,name,Cliente 84
user_84,e-mail,cliente84@exemplo.com
user_84,cpf,71146346309
user_84,entry_date,2023-05-27
user_84,entry_time,01:27
user_84,update_date,15/05/2023
user_85,name,Cliente 85
user_85,e-mail,cliente85exemplo.com
user_85,cpf,50235910413
user_85,entry_date,2023-11-15
user_85,entry_time,05:26:10
user_85,update_date,16/09/2023
user_86,name,Cliente 86
user_86,e-mail,cliente86@exemplo.com
user_86,cpf,43379436888
user_86,entry_date,27-01-2023
user_86,entry_time,13:09
user_86,update_date,12/05/2023
user_87,name,Cliente 87
user_87,e-mail,cliente87@exemplo.com
user_87,cpf,77121030510
user_87,entry_date,08-08-2023
user_87,entry_time,22:03:58
user_87,update_date,2023/12/07
user_88,name,Cliente 88
user_88,e-mail,cliente88@exemplo.com
user_88,cpf,72842074194
user_88,entry_date,25-08-2023
user_88,entry_time,03:11 AM
user_88,update_date,2023-10-23
user_89,name,Cliente 89
user_89,e-mail,cliente89@exemplo.com
user_89,cpf,80770599291
user_89,entry_date,2023/02/14
user_89,entry_time,01:44 PM
user_89,update_date,22-08-2023
user_90,name,Cliente 90
user_90,e-mail,cliente90@exemplo.com
user_90,cpf,42908906533
user_90,entry_date,12/04/2023
user_90,entry_time,07:16
user_90,update_date,16-09-2023
user_91,name,cliente_91!
user_91,e-mail,cliente91@exemplo.com
user_91,cpf,29807921933
user_91,entry_date,2023/01/18
user_91,entry_time,08:55 PM
user_91,update_date,09-07-2023
user_92,name,Cliente 92
user_92,e-mail,cliente92exemplo.com
user_92,cpf,13876812562
user_92,entry_date,30-05-2023
user_92,entry_time,00:32
user_92,update_date,2023-02-28
user_93,name,Cliente 93
user_93,e-mail,cliente93@exemplo.com
user_93,cpf,63102915022
user_93,entry_date,05/09/2023
user_93,entry_time,11:37
user_93,update_date,2023/02/27
user_94,name,Cliente 94
user_94,e-mail,cliente94@exemplo.com
user_94,cpf,64939760378
user_94,entry_date,2023/04/08
user_94,entry_time,09:35
user_94,update_date,2023/09/16
user_95,name,Cliente 95
user_95,e-mail,cliente95@exemplo.com
user_95,cpf,26670164862
user_95,entry_date,07-01-2023
user_95,entry_time,01:50 PM
user_95,update_date,2023-11-26
user_96,name,Cliente 96
user_96,e-mail,cliente96@exemplo.com
user_96,cpf,38034712276
user_96,entry_date,2023-11-23
user_96,entry_time,02:25:26
user_96,update_date,2023/08/09
user_97,name,Cliente 97
user_97,e-mail,cliente97@exemplo.com
user_97,cpf,12182501749
user_97,entry_date,2023-01-11
user_97,entry_time,01:46 AM
user_97,update_date,2023/02/09
user_98,name,Cliente 98
user_98,e-mail,cliente98@exemplo.com
user_98,cpf,13930408314
user_98,entry_date,30 Dec 2023
user_98,entry_time,11:36:10
user_98,update_date,12-09-2023
user_99,name,Cliente 99
user_99,e-mail,cliente99exemplo.com
user_99,cpf,22429413733
user_99,entry_date,2023-03-19
user_99,entry_time,16:34:23
user_99,update_date,25-08-2023
user_100,name,Cliente 100
user_100,e-mail,cliente100@exemplo.com
user_100,cpf,80858959841
user_100,entry_date,18/04/2023
user_100,entry_time,03:59:25
user_100,update_date,2023-01-08
user_101,name,cliente_101!
user_101,e-mail,cliente101@exemplo.com
user_101,cpf,46762409450
user_101,entry_date,2023/04/14
user_101,entry_time,09:22 PM
user_101,update_date,2023-02-20
user_102,name,Cliente 102
user_102,e-mail,cliente102@exemplo.com
user_102,cpf,25473014829
user_102,entry_date,2023/10/21
user_102,entry_time,02:38 PM
user_102,update_date,07/02/2023
user_103,name,Cliente 103
user_103,e-mail,cliente103@exemplo.com
user_103,cpf,71866653520
user_103,entry_date,24-04-2023
user_103,entry_time,20:25:01
user_103,update_date,2023/05/23
user_104,name,Cliente 104
user_104,e-mail,cliente104@exemplo.com
user_104,cpf,41700277808
user_104,entry_date,31-05-2023
user_104,entry_time,08:29:54
user_104,update_date,14/08/2023
user_105,name,Cliente 105
user_105,e-mail,cliente105@exemplo.com
user_105,cpf,86120265524
user_105,entry_date,04/01/2023
user_105,entry_time,07:36
user_105,update_date,18-08-2023
user_106,name,Cliente 106
user_106,e-mail,cliente106exemplo.com
user_106,cpf,83433448950
user_106,entry_date,10/06/2023
user_106,entry_time,18:16:07
user_106,update_date,09-04-2023
user_107,name,Cliente 107
user_107,e-mail,cliente107@exemplo.com
user_107,cpf,14956141583
user_107,entry_date,2023-12-28
user_107,entry_time,10:59:46
user_107,update_date,29-07-2023
user_108,name,Cliente 108
user_108,e-mail,cliente108@exemplo.com
user_108,cpf,97870339467
user_108,entry_date,09 Oct 2023
user_108,entry_time,08:15 AM
user_108,update_date,07-06-2023
user_109,name,Cliente 109
user_109,e-mail,cliente109@exemplo.com
user_109,cpf,73374775408
user_109,entry_date,2023-02-13
user_109,entry_time,20:04:34
user_109,update_date,29/09/2023
user_110,name,Cliente 110
user_110,e-mail,cliente110@exemplo.com
user_110,cpf,33734823403
user_110,entry_date,29 Jan 2023
user_110,entry_time,04:24 PM
user_110,update_date,2023-10-19
user_111,name,cliente_111!
user_111,e-mail,cliente111@exemplo.com
user_111,cpf,59513918550
user_111,entry_date,14/10/2023
user_111,entry_time,18:03
user_111,update_date,25/08/2023
user_112,name,Cliente 112
user_112,e-mail,cliente112@exemplo.com
user_112,cpf,93721304582
user_112,entry_date,2023/02/06
user_112,entry_time,05:28:31
user_112,update_date,01-05-2023
user_113,name,Cliente 113
user_113,e-mail,cliente113exemplo.com
user_113,cpf,98363452502
user_113,entry_date,18-07-2023
user_113,entry_time,00:20:08
user_113,update_date,02/06/2023
user_114,name,Cliente 114
user_114,e-mail,cliente114@exemplo.com
user_114,cpf,82018714713
user_114,entry_date,22/02/2023
user_114,entry_time,14:09:56
user_114,update_date,12 Aug 2023
user_115,name,Cliente 115
user_115,e-mail,cliente115@exemplo.com
user_115,cpf,93113185115
user_115,entry_date,2023/10/14
user_115,entry_time,08:48
user_115,update_date,25/09/2023
user_116,name,Cliente 116
user_116,e-mail,cliente116@exemplo.com
user_116,cpf,22770606068
user_116,entry_date,17-12-2023
user_116,entry_time,05:03
user_116,update_date,2023-02-07
user_117,name,Cliente 117
user_117,e-mail,cliente117@exemplo.com
user_117,cpf,36464466751
user_117,entry_date,2023-11-14
user_117,entry_time,15:29:49
user_117,update_date,29/01/2023
user_118,name,Cliente 118
user_118,e-mail,cliente118@exemplo.com
user_118,cpf,96073922670
user_118,entry_date,18 Sep 2023
user_118,entry_time,10:49:48
user_118,update_date,2023/04/10
user_119,name,Cliente 119
user_119,e-mail,cliente119@exemplo.com
user_119,cpf,67218136885
user_119,entry_date,23-09-2023
user_119,entry_time,10:56
user_119,update_date,18/11/2023
user_120,name,Cliente 120
user_120,e-mail,cliente120exemplo.com
user_120,cpf,58449766417
user_120,entry_date,31-07-2023
user_120,entry_time,01:59 PM
user_120,update_date,2023-04-18
user_121,name,cliente_121!
user_121,e-mail,cliente121@exemplo.com
user_121,cpf,37700897757
user_121,entry_date,02/08/2023
user_121,entry_time,21:14:29
user_121,update_date,2023/07/05
user_122,name,Cliente 122
user_122,e-mail,cliente122@exemplo.com
user_122,cpf,55199430918
user_122,entry_date,2023/11/29
user_122,entry_time,08:43:27
user_122,update_date,2023-04-28
user_123,name,Cliente 123
user_123,e-mail,cliente123@exemplo.com
user_123,cpf,95376382583
user_123,entry_date,12-02-2023
user_123,entry_time,21:22
user_123,update_date,01 Nov 2023
user_124,name,Cliente 124
user_124,e-mail,cliente124@exemplo.com
user_124,cpf,74404237853
user_124,entry_date,2023/09/07
user_124,entry_time,08:04
user_124,update_date,2023/07/20
user_125,name,Cliente 125
user_125,e-mail,cliente125@exemplo.com
user_125,cpf,80634552049
user_125,entry_date,26 Feb 2023
user_125,entry_time,23:26:07
user_125,update_date,19-08-2023
user_126,name,Cliente 126
user_126,e-mail,cliente126@exemplo.com
user_126,cpf,78534587365
user_126,entry_date,31/10/2023
user_126,entry_time,10:38
user_126,update_date,13/10/2023
user_127,name,Cliente 127
user_127,e-mail,cliente127exemplo.com
user_127,cpf,79529456010
user_127,entry_date,28-05-2023
user_127,entry_time,04:05
user_127,update_date,2023/09/25
user_128,name,Cliente 128
user_128,e-mail,cliente128@exemplo.com
user_128,cpf,10134839626
user_128,entry_date,17/02/2023
user_128,entry_time,12:12 PM
user_128,update_date,2023-06-05
user_129,name,Cliente 129
user_129,e-mail,cliente129@exemplo.com
user_129,cpf,91226157069
user_129,entry_date,29 Jun 2023
user_129,entry_time,15:24
user_129,update_date,2023-07-09
user_130,name,Cliente 130
user_130,e-mail,cliente130@exemplo.com
user_130,cpf,56039148646
user_130,entry_date,27/07/2023
user_130,entry_time,11:06 PM
user_130,update_date,20 Sep 2023
user_131,name,cliente_131!
user_131,e-mail,cliente131@exemplo.com
user_131,cpf,45217359303
user_131,entry_date,2023-10-23
user_131,entry_time,18:53:07
user_131,update_date,2023-11-14
user_132,name,Cliente 132
user_132,e-mail,cliente132@exemplo.com
user_132,cpf,91557470937
user_132,entry_date,18/08/2023
user_132,entry_time,06:39:18
user_132,update_date,20/09/2023
user_133,name,Cliente 133
user_133,e-mail,cliente133@exemplo.com
user_133,cpf,87255225828
user_133,entry_date,2023/02/01
user_133,entry_time,05:32 PM
user_133,update_date,24-01-2023
user_134,name,Cliente 134
user_134,e-mail,cliente134exemplo.com
user_134,cpf,99913758009
user_134,entry_date,03/06/2023
user_134,entry_time,10:18 PM
user_134,update_date,2023/05/02
user_135,name,Cliente 135
user_135,e-mail,cliente135@exemplo.com
user_135,cpf,84748589319
user_135,entry_date,2023/03/02
user_135,entry_time,17:23
user_135,update_date,2023-08-21
user_136,name,Cliente 136
user_136,e-mail,cliente136@exemplo.com
user_136,cpf,73218232535
user_136,entry_date,09/06/2023
user_136,entry_time,22:24
user_136,update_date,2023/12/27
user_137,name,Cliente 137
user_137,e-mail,cliente137@exemplo.com
user_137,cpf,27926568799
user_137,entry_date,2023-10-09
user_137,entry_time,11:02 PM
user_137,update_date,15 Jul 2023
user_138,name,Cliente 138
user_138,e-mail,cliente138@exemplo.com
user_138,cpf,79770307510
user_138,entry_date,30 Dec 2023
user_138,entry_time,02:19
user_138,update_date,14 Apr 2023
user_139,name,Cliente 139
user_139,e-mail,cliente139@exemplo.com
user_139,cpf,18497598585
user_139,entry_date,2023/07/28
user_139,entry_time,21:27:42
user_139,update_date,21-09-2023
user_140,name,Cliente 140
user_140,e-mail,cliente140@exemplo.com
user_140,cpf,20186766580
user_140,entry_date,27-05-2023
user_140,entry_time,02:40:14
user_140,update_date,2023-04-23
user_141,name,cliente_141!
user_141,e-mail,cliente141exemplo.com
user_141,cpf,16132151414
user_141,entry_date,30-09-2023
user_141,entry_time,11:31 AM
user_141,update_date,01 Jul 2023
user_142,name,Cliente 142
user_142,e-mail,cliente142@exemplo.com
user_142,cpf,96672797785
user_142,entry_date,14/01/2023
user_142,entry_time,08:42 PM
user_142,update_date,30/11/2023
user_143,name,Cliente 143
user_143,e-mail,cliente143@exemplo.com
user_143,cpf,23492888857
user_143,entry_date,2023/05/02
user_143,entry_time,08:03 PM
user_143,update_date,07 Jul 2023
user_144,name,Cliente 144
user_144,e-mail,cliente144@exemplo.com
user_144,cpf,26036900536
user_144,entry_date,21-12-2023
user_144,entry_time,03:19 PM
user_144,update_date,02 Jun 2023
user_145,name,Cliente 145
user_145,e-mail,cliente145@exemplo.com
user_145,cpf,63153591723
user_145,entry_date,07/05/2023
user_145,entry_time,01:57:51
user_145,update_date,26 Feb 2023
user_146,name,Cliente 146
user_146,e-mail,cliente146@exemplo.com
user_146,cpf,26770528066
user_146,entry_date,2023-05-07
user_146,entry_time,18:48
user_146,update_date,2023-08-11
user_147,name,Cliente 147
user_147,e-mail,cliente147@exemplo.com
user_147,cpf,56486393857
user_147,entry_date,03-01-2023
user_147,entry_time,04:15 AM
user_147,update_date,2023-05-15
user_148,name,Cliente 148
user_148,e-mail,cliente148exemplo.com
user_148,cpf,98184552248
user_148,entry_date,2023-11-04
user_148,entry_time,09:56 AM
user_148,update_date,03 May 2023
user_149,name,Cliente 149
user_149,e-mail,cliente149@exemplo.com
user_149,cpf,22424195988
user_149,entry_date,2023/09/24
user_149,entry_time,09:10:47
user_149,update_date,28/02/2023
user_150,name,Cliente 150
user_150,e-mail,cliente150@exemplo.com
user_150,cpf,12305828873
user_150,entry_date,2023/05/13
