user_id,cpf,e-mail,entry_date,entry_time,name,update_date
user_205,30632381311,cliente205@exemplo.com,2023-07-11,04:29:00,Cliente 205,2023-02-28
user_206,43927542970,cliente206@exemplo.com,2023-10-16,10:22:00,Cliente 206,2023-06-21
user_207,51667953612,cliente207@exemplo.com,2023-09-28,17:46:28,Cliente 207,2023-03-21
user_208,88281359130,cliente208@exemplo.com,2023-05-22,09:08:00,Cliente 208,2023-06-13
user_209,80664871355,cliente209@exemplo.com,2023-03-13,15:31:59,Cliente 209,2023-11-04
user_21,75083851616,cliente21@exemplo.com,2023-12-27,17:19:06,Cliente 21,2023-11-05
user_210,61138209082,cliente210@exemplo.com,2023-10-22,23:09:23,Cliente 210,2023-05-23
user_212,72142724080,cliente212@exemplo.com,2023-09-22,22:47:00,Cliente 212,2023-09-27
user_213,99736649643,cliente213@exemplo.com,2023-04-13,05:03:00,Cliente 213,2023-05-12
user_214,22159051926,cliente214@exemplo.com,2023-11-15,18:26:00,Cliente 214,2023-02-10
user_215,93034352602,cliente215@exemplo.com,2023-05-18,03:35:00,Cliente 215,2023-06-08
user_216,42331073793,cliente216@exemplo.com,2023-08-28,05:51:00,Cliente 216,2023-11-30
user_217,15040725059,cliente217@exemplo.com,2023-04-04,16:28:26,Cliente 217,2023-05-11
user_219,56971438707,cliente219@exemplo.com,2023-04-29,01:02:00,Cliente 219,2023-12-08
user_220,80689007769,cliente220@exemplo.com,2023-03-28,01:45:00,Cliente 220,2023-02-28
user_221,93375156875,cliente221@exemplo.com,2023-07-23,12:06:00,Cliente 221,2023-04-10
user_222,54689721640,cliente222@exemplo.com,2023-08-09,22:16:00,Cliente 222,2023-10-02
user_223,90658128819,cliente223@exemplo.com,2023-06-13,06:25:00,Cliente 223,2023-07-23
user_224,90730414216,cliente224@exemplo.com,2023-06-08,10:58:00,Cliente 224,2023-12-08
user_226,16173200257,cliente226@exemplo.com,2023-10-15,17:44:41,Cliente 226,2023-10-02
user_227,70295833507,cliente227@exemplo.com,2023-02-12,23:39:50,Cliente 227,2023-10-12
user_228,39576092890,cliente228@exemplo.com,2023-08-22,11:54:00,Cliente 228,2023-12-30
user_229,76622295383,cliente229@exemplo.com,2023-05-26,22:54:09,Cliente 229,2023-07-11
user_23,11640682319,cliente23@exemplo.com,2023-03-29,06:58:00,Cliente 23,2023-11-15
user_230,22321077145,cliente230@exemplo.com,2023-06-14,01:22:00,Cliente 230,2023-01-23
user_231,22541090364,cliente231@exemplo.com,2023-09-23,03:01:00,Cliente 231,2023-01-21
user_233,19791365555,cliente233@exemplo.com,2023-03-12,22:48:52,Cliente 233,2023-05-01
user_234,96332767301,cliente234@exemplo.com,2023-03-10,12:13:00,Cliente 234,2023-04-21
user_235,90704809061,cliente235@exemplo.com,2023-08-05,11:58:00,Cliente 235,2023-02-28
user_236,53688931242,cliente236@exemplo.com,2023-07-11,07:11:00,Cliente 236,2023-04-19
user_237,60745878920,cliente237@exemplo.com,2023-01-02,08:36:00,Cliente 237,2023-04-24
user_238,69518867348,cliente238@exemplo.com,2023-11-16,21:36:00,Cliente 238,2023-01-03
user_24,97152222165,cliente24@exemplo.com,2023-01-30,21:38:50,Cliente 24,2023-03-25
user_240,13757017332,cliente240@exemplo.com,2023-08-29,06:57:26,Cliente 240,2023-05-28
user_241,18592106965,cliente241@exemplo.com,2023-06-13,12:46:00,Cliente 241,2023-02-04
user_242,30125010494,cliente242@exemplo.com,2023-12-27,14:37:45,Cliente 242,2023-07-14
user_243,34210339810,cliente243@exemplo.com,2023-07-30,22:08:00,Cliente 243,2023-01-09
user_244,95901305480,cliente244@exemplo.com,2023-08-08,16:07:00,Cliente 244,2023-04-30
user_245,62676952726,cliente245@exemplo.com,2023-04-07,22:08:06,Cliente 245,2023-12-21
user_247,59906810769,cliente247@exemplo.com,2023-03-19,14:12:00,Cliente 247,2023-04-26
user_248,90441583432,cliente248@exemplo.com,2023-06-03,02:21:51,Cliente 248,2023-09-14
user_249,26462499253,cliente249@exemplo.com,2023-09-30,21:44:00,Cliente 249,2023-02-23
user_25,93751473040,cliente25@exemplo.com,2023-08-27,10:58:40,Cliente 25,2023-11-19
user_250,45555807483,cliente250@exemplo.com,2023-12-30,21:37:15,Cliente 250,2023-12-10
user_251,82391274888,cliente251@exemplo.com,2023-07-22,05:09:00,Cliente 251,2023-06-12
user_252,42852403580,cliente252@exemplo.com,2023-12-04,01:28:00,Cliente 252,2023-12-10
user_254,38274863256,cliente254@exemplo.com,2023-10-02,07:05:00,Cliente 254,2023-06-03
user_255,66389209292,cliente255@exemplo.com,2023-08-12,01:12:52,Cliente 255,2023-11-17
user_256,20341384176,cliente256@exemplo.com,2023-02-08,04:24:00,Cliente 256,2023-11-05
user_257,92294616461,cliente257@exemplo.com,2023-12-14,07:54:00,Cliente 257,2023-03-16
user_258,68681336475,cliente258@exemplo.com,2023-04-28,12:33:00,Cliente 258,2023-04-29
user_259,35757613840,cliente259@exemplo.com,2023-08-09,04:10:00,Cliente 259,2023-03-05
user_26,26515432839,cliente26@exemplo.com,2023-09-07,12:06:00,Cliente 26,2023-12-14
user_261,49953530862,cliente261@exemplo.com,2024-01-01,06:44:00,Cliente 261,2023-01-24
user_262,18876221947,cliente262@exemplo.com,2023-08-22,20:08:00,Cliente 262,2023-06-02
user_263,78727703256,cliente263@exemplo.com,2023-07-08,04:42:00,Cliente 263,2023-08-05
user_264,71247306665,cliente264@exemplo.com,2023-01-30,07:40:00,Cliente 264,2023-12-05
user_265,75793423668,cliente265@exemplo.com,2023-04-30,09:09:00,Cliente 265,2023-08-01
user_266,58189486193,cliente266@exemplo.com,2023-05-03,06:00:00,Cliente 266,2023-06-21
user_268,41869433982,cliente268@exemplo.com,2023-04-05,04:50:00,Cliente 268,2023-09-03
user_269,64503652179,cliente269@exemplo.com,2023-07-13,23:20:59,Cliente 269,2023-09-23
user_27,48471329977,cliente27@exemplo.com,2023-08-11,11:04:00,Cliente 27,2023-06-13
user_270,12526221855,cliente270@exemplo.com,2023-06-12,07:53:00,Cliente 270,2023-07-10
user_271,25172392100,cliente271@exemplo.com,2023-07-24,09:05:00,Cliente 271,2023-03-20
user_272,50309737236,cliente272@exemplo.com,2023-07-09,13:40:14,Cliente 272,2023-07-12
user_273,83955282336,cliente273@exemplo.com,2023-05-07,05:57:00,Cliente 273,2023-07-07
user_275,24855717976,cliente275@exemplo.com,2023-12-15,11:23:00,Cliente 275,2023-06-30
user_276,64717090186,cliente276@exemplo.com,2023-06-08,01:08:00,Cliente 276,2023-11-22
user_277,22463271838,cliente277@exemplo.com,2023-06-29,01:15:00,Cliente 277,2023-10-15
user_278,67434135832,cliente278@exemplo.com,2023-11-15,02:12:36,Cliente 278,2023-05-30
user_279,40548858634,cliente279@exemplo.com,2023-05-24,08:26:00,Cliente 279,2023-02-11
user_28,14733236520,cliente28@exemplo.com,2023-01-13,11:57:14,Cliente 28,2023-02-08
user_280,91436600383,cliente280@exemplo.com,2023-01-02,04:00:00,Cliente 280,2023-07-06
user_282,16650596054,cliente282@exemplo.com,2023-04-21,00:23:58,Cliente 282,2023-10-14
user_283,13814579901,cliente283@exemplo.com,2023-07-24,02:43:00,Cliente 283,2023-07-12
user_284,95539373304,cliente284@exemplo.com,2023-03-27,17:25:00,Cliente 284,2023-12-18
user_285,90993431709,cliente285@exemplo.com,2023-09-18,05:19:33,Cliente 285,2023-07-18
user_286,59610290205,cliente286@exemplo.com,2023-09-12,00:02:33,Cliente 286,2023-10-26
user_287,73528944701,cliente287@exemplo.com,2023-05-25,01:42:00,Cliente 287,2023-09-20
user_289,69120827368,cliente289@exemplo.com,2023-12-19,13:52:00,Cliente 289,2023-10-01
user_290,31524026573,cliente290@exemplo.com,2023-07-11,16:53:00,Cliente 290,2023-06-24
user_291,58515217546,cliente291@exemplo.com,2023-05-20,10:27:59,Cliente 291,2023-10-23
user_292,77064590143,cliente292@exemplo.com,2023-07-22,10:35:00,Cliente 292,2023-11-07
user_293,77690748206,cliente293@exemplo.com,2023-09-28,22:53:00,Cliente 293,2023-01-12
user_294,13539213478,cliente294@exemplo.com,2023-09-16,00:37:00,Cliente 294,2023-06-02
user_296,33646531143,cliente296@exemplo.com,2023-04-19,03:58:56,Cliente 296,2023-02-02
user_297,81927430780,cliente297@exemplo.com,2023-06-05,04:33:00,Cliente 297,2023-07-14
user_298,51612273334,cliente298@exemplo.com,2023-01-03,13:09:01,Cliente 298,2023-05-04
user_299,42179418382,cliente299@exemplo.com,2023-04-26,11:17:00,Cliente 299,2023-07-20
user_3,34205381992,cliente3@exemplo.com,2023-01-02,07:21:40,Cliente 3,2023-04-27
user_30,20172385969,cliente30@exemplo.com,2023-11-22,16:30:00,Cliente 30,2023-06-17
user_300,55623115120,cliente300@exemplo.com,2023-10-30,10:13:00,Cliente 300,2023-12-26
user_301,82797068471,cliente301@exemplo.com,2023-12-10,03:38:00,Cliente 301,2023-11-21
user_303,60109902082,cliente303@exemplo.com,2023-05-20,02:25:00,Cliente 303,2023-08-11
user_304,55368642802,cliente304@exemplo.com,2023-04-27,04:26:00,Cliente 304,2023-05-25
user_305,53936356805,cliente305@exemplo.com,2023-09-11,22:40:00,Cliente 305,2023-12-16
user_306,81659724135,cliente306@exemplo.com,2023-12-26,17:15:00,Cliente 306,2023-08-25
user_307,37311387036,cliente307@exemplo.com,2023-03-28,01:59:00,Cliente 307,2023-03-04
user_308,49629478301,cliente308@exemplo.com,2023-04-12,11:32:14,Cliente 308,2023-01-31
user_31,27594111790,cliente31@exemplo.com,2023-05-08,08:24:00,Cliente 31,2023-06-05
user_310,24808936207,cliente310@exemplo.com,2023-10-23,16:53:00,Cliente 310,2023-03-20
user_311,39627812855,cliente311@exemplo.com,2023-12-30,04:52:18,Cliente 311,2023-02-22
user_312,66825058193,cliente312@exemplo.com,2023-05-07,00:09:48,Cliente 312,2023-10-13
user_313,75777761756,cliente313@exemplo.com,2023-03-15,09:13:54,Cliente 313,2023-09-24
user_314,54948505170,cliente314@exemplo.com,2023-12-08,09:52:00,Cliente 314,2023-11-08
user_315,70777492954,cliente315@exemplo.com,2023-02-21,06:29:38,Cliente 315,2023-03-14
user_317,36020392292,cliente317@exemplo.com,2023-03-27,01:58:05,Cliente 317,2023-01-26
user_318,50058867545,cliente318@exemplo.com,2023-10-01,03:08:59,Cliente 318,2023-03-15
user_319,95219400143,cliente319@exemplo.com,2023-01-24,05:00:03,Cliente 319,2023-02-02
user_32,82772640310,cliente32@exemplo.com,2023-05-30,15:02:28,Cliente 32,2023-08-14
user_320,91340981387,cliente320@exemplo.com,2023-04-30,03:37:00,Cliente 320,2023-06-21
user_321,85781427281,cliente321@exemplo.com,2023-11-18,06:02:59,Cliente 321,2023-01-15
user_322,76340254725,cliente322@exemplo.com,2023-06-22,01:24:00,Cliente 322,2023-04-06
user_324,90836270727,cliente324@exemplo.com,2023-01-03,05:22:27,Cliente 324,2023-06-30
user_325,41194978753,cliente325@exemplo.com,2023-06-26,07:35:00,Cliente 325,2023-03-23
user_326,11404916485,cliente326@exemplo.com,2023-08-03,17:11:00,Cliente 326,2023-07-01
user_327,34991276577,cliente327@exemplo.com,2023-05-19,03:08:36,Cliente 327,2023-08-26
user_328,83729438074,cliente328@exemplo.com,2023-04-24,12:12:00,Cliente 328,2023-12-27
user_329,39839667439,cliente329@exemplo.com,2023-03-22,20:37:00,Cliente 329,2023-07-01
user_33,86175847995,cliente33@exemplo.com,2023-11-13,01:06:00,Cliente 33,2023-04-04
user_331,33321441193,cliente331@exemplo.com,2023-04-25,02:21:00,Cliente 331,2023-04-02
user_332,47036313672,cliente332@exemplo.com,2023-03-21,03:30:00,Cliente 332,2023-03-20
user_333,64907624680,cliente333@exemplo.com,2023-07-10,15:24:40,Cliente 333,2023-06-09
user_334,92755734619,cliente334@exemplo.com,2023-02-28,20:05:50,Cliente 334,2023-01-30
user_335,94472663224,cliente335@exemplo.com,2023-07-15,13:25:46,Cliente 335,2023-12-30
user_336,29986841412,cliente336@exemplo.com,2023-03-13,11:43:12,Cliente 336,2023-10-04
user_338,30762461481,cliente338@exemplo.com,2023-05-24,23:17:09,Cliente 338,2023-06-01
user_339,91135453167,cliente339@exemplo.com,2023-09-05,13:52:00,Cliente 339,2023-07-16
user_34,27322877355,cliente34@exemplo.com,2023-04-10,17:08:00,Cliente 34,2023-02-24
user_340,38039586354,cliente340@exemplo.com,2023-12-11,02:12:00,Cliente 340,2023-05-15
user_341,71968993780,cliente341@exemplo.com,2023-07-14,07:33:00,Cliente 341,2023-05-04
user_342,30817547069,cliente342@exemplo.com,2023-06-05,12:18:00,Cliente 342,2023-09-11
user_343,19561544656,cliente343@exemplo.com,2023-05-30,05:46:13,Cliente 343,2023-08-29
user_345,22588834840,cliente345@exemplo.com,2023-10-22,09:48:00,Cliente 345,2023-07-23
user_346,44250218786,cliente346@exemplo.com,2023-06-05,18:43:00,Cliente 346,2023-08-15
user_347,49214894998,cliente347@exemplo.com,2023-04-14,03:37:10,Cliente 347,2023-09-05
user_348,48385972814,cliente348@exemplo.com,2023-03-31,14:58:25,Cliente 348,2023-06-24
user_349,73479370447,cliente349@exemplo.com,2023-03-04,02:50:00,Cliente 349,2023-07-22
user_35,49341175569,cliente35@exemplo.com,2023-11-05,00:54:16,Cliente 35,2023-09-28
user_350,42780656207,cliente350@exemplo.com,2023-05-14,01:27:00,Cliente 350,2023-02-17
user_352,80064363658,cliente352@exemplo.com,2023-01-09,04:15:00,Cliente 352,2023-11-05
user_353,67449448864,cliente353@exemplo.com,2023-11-14,09:07:00,Cliente 353,2023-03-27
user_354,76668379708,cliente354@exemplo.com,2023-04-19,06:43:00,Cliente 354,2023-07-04
user_355,72813979529,cliente355@exemplo.com,2023-06-26,13:03:12,Cliente 355,2023-02-21
user_356,76410169114,cliente356@exemplo.com,2023-08-25,13:15:03,Cliente 356,2023-11-11
user_357,42702683578,cliente357@exemplo.com,2023-04-21,02:37:00,Cliente 357,2023-05-04
user_359,11310788989,cliente359@exemplo.com,2023-01-27,02:24:00,Cliente 359,2023-10-24
user_360,42115770269,cliente360@exemplo.com,2023-09-15,08:38:00,Cliente 360,2024-01-01
user_361,76759614566,cliente361@exemplo.com,2023-08-20,08:04:00,Cliente 361,2023-11-03
user_362,10408291213,cliente362@exemplo.com,2023-12-06,13:15:00,Cliente 362,2023-02-16
user_363,47104485438,cliente363@exemplo.com,2023-04-11,02:52:00,Cliente 363,2023-10-23
user_364,85419577941,cliente364@exemplo.com,2023-09-12,04:03:00,Cliente 364,2023-12-31
user_366,31417248189,cliente366@exemplo.com,2023-05-31,19:47:54,Cliente 366,2023-08-26
user_367,91619479790,cliente367@exemplo.com,2023-01-19,12:27:00,Cliente 367,2023-08-01
user_368,33452864369,cliente368@exemplo.com,2023-05-01,16:46:00,Cliente 368,2023-01-03
user_369,19831453535,cliente369@exemplo.com,2023-03-05,04:51:12,Cliente 369,2023-01-16
user_37,57384769040,cliente37@exemplo.com,2023-03-08,10:08:00,Cliente 37,2023-02-23
user_370,62112983008,cliente370@exemplo.com,2023-07-14,04:33:00,Cliente 370,2023-07-10
user_371,49675065145,cliente371@exemplo.com,2023-04-05,02:43:00,Cliente 371,2024-01-01
user_373,41072493599,cliente373@exemplo.com,2023-02-25,11:38:00,Cliente 373,2023-02-19
user_374,50309797791,cliente374@exemplo.com,2023-04-03,20:29:06,Cliente 374,2023-07-16
user_375,35305356228,cliente375@exemplo.com,2023-01-24,03:42:00,Cliente 375,2023-02-15
user_376,87462750907,cliente376@exemplo.com,2023-09-11,01:30:00,Cliente 376,2023-12-31
user_377,84244875908,cliente377@exemplo.com,2023-08-24,05:18:00,Cliente 377,2023-09-22
user_378,49342700084,cliente378@exemplo.com,2023-09-03,04:11:00,Cliente 378,2023-12-28
user_38,99242426215,cliente38@exemplo.com,2023-10-09,12:54:00,Cliente 38,2023-11-05
user_380,93872070413,cliente380@exemplo.com,2023-04-02,06:41:00,Cliente 380,2023-06-14
user_381,23575503647,cliente381@exemplo.com,2023-04-02,14:10:00,Cliente 381,2023-06-03
user_382,19445625997,cliente382@exemplo.com,2023-03-11,09:32:00,Cliente 382,2023-08-13
user_383,46732653133,cliente383@exemplo.com,2023-07-02,16:21:04,Cliente 383,2023-08-16
user_384,85949191987,cliente384@exemplo.com,2023-01-27,11:39:00,Cliente 384,2023-06-28
user_385,22377283001,cliente385@exemplo.com,2023-12-31,01:08:00,Cliente 385,2023-03-02
user_387,88064822832,cliente387@exemplo.com,2023-04-20,23:00:00,Cliente 387,2023-12-19
user_388,60608626180,cliente388@exemplo.com,2023-07-19,11:33:00,Cliente 388,2023-08-11
user_389,24312125628,cliente389@exemplo.com,2023-07-24,05:12:18,Cliente 389,2023-07-15
user_39,91438858210,cliente39@exemplo.com,2023-11-29,22:58:00,Cliente 39,2023-05-09
user_390,30169673316,cliente390@exemplo.com,2023-06-01,16:58:36,Cliente 390,2023-05-28
user_391,21025533049,cliente391@exemplo.com,2023-12-11,11:54:00,Cliente 391,2023-10-06
user_392,83428815029,cliente392@exemplo.com,2023-03-24,11:21:00,Cliente 392,2023-12-23
user_394,12297645490,cliente394@exemplo.com,2023-09-07,05:17:50,Cliente 394,2023-01-21
user_395,16576389405,cliente395@exemplo.com,2023-03-19,22:53:00,Cliente 395,2023-09-20
user_396,44755342832,cliente396@exemplo.com,2023-02-28,12:12:00,Cliente 396,2023-11-09
user_397,85451543594,cliente397@exemplo.com,2023-08-20,16:01:00,Cliente 397,2023-04-22
user_398,14927991440,cliente398@exemplo.com,2023-10-27,12:36:00,Cliente 398,2023-01-07
user_399,86399185436,cliente399@exemplo.com,2023-06-01,11:47:00,Cliente 399,2023-09-23
user_4,10810137798,cliente4@exemplo.com,2023-08-01,03:47:00,Cliente 4,2023-12-01
user_40,87609783663,cliente40@exemplo.com,2023-02-23,07:08:00,Cliente 40,2023-08-02
user_401,36323659082,cliente401@exemplo.com,2023-09-29,23:34:23,Cliente 401,2023-09-09
